Kod;NAZWA;Owner;User;ComputerIP;Version
3021123;Pobiedziska;Admin;Admin;localhost;
3021132;Rokietnica;Admin;Admin;localhost;
3021143;Stęszew;Admin;Admin;localhost;
3021152;Suchy Las;Admin;Admin;localhost;
3021163;Swarzędz;Admin;Admin;localhost;
3021172;Tarnowo Podgórne;Admin;Admin;localhost;
3022013;Bojanowo;Admin;Admin;localhost;
3022023;Jutrosin;Admin;Admin;localhost;
3022033;Miejska Górka;Admin;Admin;localhost;
3022042;Pakosław;Admin;Admin;localhost;
3022053;Rawicz;Admin;Admin;localhost;
3023011;Słupca;Admin;Admin;localhost;
3023022;Lądek;Admin;Admin;localhost;
3023032;Orchowo;Admin;Admin;localhost;
3023042;Ostrowite;Admin;Admin;localhost;
3023052;Powidz;Admin;Admin;localhost;
3023062;Słupca;Admin;Admin;localhost;
3023072;Strzałkowo;Admin;Admin;localhost;
3023083;Zagórów;Admin;Admin;localhost;
3024011;Obrzycko;Admin;Admin;localhost;
3024022;Duszniki;Admin;Admin;localhost;
3024032;Kaźmierz;Admin;Admin;localhost;
3024042;Obrzycko;Admin;Admin;localhost;
3024053;Ostroróg;Admin;Admin;localhost;
3024063;Pniewy;Admin;Admin;localhost;
3024073;Szamotuły;Admin;Admin;localhost;
3024083;Wronki;Admin;Admin;localhost;
3025012;Dominowo;Admin;Admin;localhost;
3025022;Krzykosy;Admin;Admin;localhost;
3025032;Nowe Miasto nad Wartą;Admin;Admin;localhost;
3025043;Środa Wielkopolska;Admin;Admin;localhost;
3025052;Zaniemyśl;Admin;Admin;localhost;
3026012;Brodnica;Admin;Admin;localhost;
3026023;Dolsk;Admin;Admin;localhost;
3026033;Książ Wielkopolski;Admin;Admin;localhost;
3026043;Śrem;Admin;Admin;localhost;
3027011;Turek;Admin;Admin;localhost;
3027022;Brudzew;Admin;Admin;localhost;
3027033;Dobra;Admin;Admin;localhost;
3027042;Kawęczyn;Admin;Admin;localhost;
3027052;Malanów;Admin;Admin;localhost;
3027062;Przykona;Admin;Admin;localhost;
3027073;Tuliszków;Admin;Admin;localhost;
3027082;Turek;Admin;Admin;localhost;
3027092;Władysławów;Admin;Admin;localhost;
3028011;Wągrowiec;Admin;Admin;localhost;
3028022;Damasławek;Admin;Admin;localhost;
3028033;Gołańcz;Admin;Admin;localhost;
3028042;Mieścisko;Admin;Admin;localhost;
3028053;Skoki;Admin;Admin;localhost;
3028062;Wapno;Admin;Admin;localhost;
3028072;Wągrowiec;Admin;Admin;localhost;
3029012;Przemęt;Admin;Admin;localhost;
3029022;Siedlec;Admin;Admin;localhost;
3029033;Wolsztyn;Admin;Admin;localhost;
3030012;Kołaczkowo;Admin;Admin;localhost;
3030023;Miłosław;Admin;Admin;localhost;
3030033;Nekla;Admin;Admin;localhost;
3030043;Pyzdry;Admin;Admin;localhost;
3030053;Września;Admin;Admin;localhost;
3031011;Złotów;Admin;Admin;localhost;
3031023;Jastrowie;Admin;Admin;localhost;
3031033;Krajenka;Admin;Admin;localhost;
3031042;Lipka;Admin;Admin;localhost;
3031053;Okonek;Admin;Admin;localhost;
3031062;Tarnówka;Admin;Admin;localhost;
3031072;Zakrzewo;Admin;Admin;localhost;
3031082;Złotów;Admin;Admin;localhost;
3061011;Kalisz;Admin;Admin;localhost;
3062011;Konin;Admin;Admin;localhost;
3063011;Leszno;Admin;Admin;localhost;
3064011;Poznań;Admin;Admin;localhost;
3064029;Poznań-Grunwald;Admin;Admin;localhost;
3064039;Poznań-Jeżyce;Admin;Admin;localhost;
3064049;Poznań-Nowe Miasto;Admin;Admin;localhost;
3064059;Poznań-Stare Miasto;Admin;Admin;localhost;
3064069;Poznań-Wilda;Admin;Admin;localhost;
3201011;Białogard;Admin;Admin;localhost;
3201022;Białogard;Admin;Admin;localhost;
3201033;Karlino;Admin;Admin;localhost;
3201043;Tychowo;Admin;Admin;localhost;
3202012;Bierzwnik;Admin;Admin;localhost;
3202023;Choszczno;Admin;Admin;localhost;
3202033;Drawno;Admin;Admin;localhost;
3202042;Krzęcin;Admin;Admin;localhost;
3202053;Pełczyce;Admin;Admin;localhost;
3202063;Recz;Admin;Admin;localhost;
3203013;Czaplinek;Admin;Admin;localhost;
3203023;Drawsko Pomorskie;Admin;Admin;localhost;
3203033;Kalisz Pomorski;Admin;Admin;localhost;
3203042;Ostrowice;Admin;Admin;localhost;
3203052;Wierzchowo;Admin;Admin;localhost;
3203063;Złocieniec;Admin;Admin;localhost;
3204023;Goleniów;Admin;Admin;localhost;
3204033;Maszewo;Admin;Admin;localhost;
3204043;Nowogard;Admin;Admin;localhost;
3204052;Osina;Admin;Admin;localhost;
3204062;Przybiernów;Admin;Admin;localhost;
3204073;Stepnica;Admin;Admin;localhost;
3205012;Brojce;Admin;Admin;localhost;
3205023;Gryfice;Admin;Admin;localhost;
3205032;Karnice;Admin;Admin;localhost;
3205043;Płoty;Admin;Admin;localhost;
3205072;Rewal;Admin;Admin;localhost;
3205083;Trzebiatów;Admin;Admin;localhost;
3206012;Banie;Admin;Admin;localhost;
3206023;Cedynia;Admin;Admin;localhost;
3206033;Chojna;Admin;Admin;localhost;
3206043;Gryfino;Admin;Admin;localhost;
3206053;Mieszkowice;Admin;Admin;localhost;
3206063;Moryń;Admin;Admin;localhost;
3206072;Stare Czarnowo;Admin;Admin;localhost;
3206083;Trzcińsko-Zdrój;Admin;Admin;localhost;
3206092;Widuchowa;Admin;Admin;localhost;
3207013;Dziwnów;Admin;Admin;localhost;
3207023;Golczewo;Admin;Admin;localhost;
3207033;Kamień Pomorski;Admin;Admin;localhost;
3207043;Międzyzdroje;Admin;Admin;localhost;
3207052;Świerzno;Admin;Admin;localhost;
3207063;Wolin;Admin;Admin;localhost;
3208011;Kołobrzeg;Admin;Admin;localhost;
3208022;Dygowo;Admin;Admin;localhost;
3208033;Gościno;Admin;Admin;localhost;
3208042;Kołobrzeg;Admin;Admin;localhost;
3208052;Rymań;Admin;Admin;localhost;
3208062;Siemyśl;Admin;Admin;localhost;
3208072;Ustronie Morskie;Admin;Admin;localhost;
3209012;Będzino;Admin;Admin;localhost;
3209022;Biesiekierz;Admin;Admin;localhost;
3209033;Bobolice;Admin;Admin;localhost;
3209042;Manowo;Admin;Admin;localhost;
3209053;Mielno;Admin;Admin;localhost;
3209063;Polanów;Admin;Admin;localhost;
3209073;Sianów;Admin;Admin;localhost;
3209082;Świeszyno;Admin;Admin;localhost;
3210013;Barlinek;Admin;Admin;localhost;
3210022;Boleszkowice;Admin;Admin;localhost;
3210033;Dębno;Admin;Admin;localhost;
3210043;Myślibórz;Admin;Admin;localhost;
3210052;Nowogródek Pomorski;Admin;Admin;localhost;
3211012;Dobra (Szczecińska);Admin;Admin;localhost;
3211022;Kołbaskowo;Admin;Admin;localhost;
3211033;Nowe Warpno;Admin;Admin;localhost;
3211043;Police;Admin;Admin;localhost;
3212012;Bielice;Admin;Admin;localhost;
3212022;Kozielice;Admin;Admin;localhost;
3212033;Lipiany;Admin;Admin;localhost;
3212042;Przelewice;Admin;Admin;localhost;
3212053;Pyrzyce;Admin;Admin;localhost;
3212062;Warnice;Admin;Admin;localhost;
3213011;Darłowo;Admin;Admin;localhost;
3213021;Sławno;Admin;Admin;localhost;
3213032;Darłowo;Admin;Admin;localhost;
3213042;Malechowo;Admin;Admin;localhost;
3213052;Postomino;Admin;Admin;localhost;
3213062;Sławno;Admin;Admin;localhost;
3214011;Stargard;Admin;Admin;localhost;
3214023;Chociwel;Admin;Admin;localhost;
3214033;Dobrzany;Admin;Admin;localhost;
3214042;Dolice;Admin;Admin;localhost;
3214053;Ińsko;Admin;Admin;localhost;
3214062;Kobylanka;Admin;Admin;localhost;
3214082;Marianowo;Admin;Admin;localhost;
3214092;Stara Dąbrowa;Admin;Admin;localhost;
3214102;Stargard;Admin;Admin;localhost;
3214113;Suchań;Admin;Admin;localhost;
3215011;Szczecinek;Admin;Admin;localhost;
3215023;Barwice;Admin;Admin;localhost;
3215033;Biały Bór;Admin;Admin;localhost;
3215043;Borne Sulinowo;Admin;Admin;localhost;
3215052;Grzmiąca;Admin;Admin;localhost;
3215062;Szczecinek;Admin;Admin;localhost;
3216011;Świdwin;Admin;Admin;localhost;
3216022;Brzeżno;Admin;Admin;localhost;
3216033;Połczyn-Zdrój;Admin;Admin;localhost;
3216042;Rąbino;Admin;Admin;localhost;
3216052;Sławoborze;Admin;Admin;localhost;
3216062;Świdwin;Admin;Admin;localhost;
3217011;Wałcz;Admin;Admin;localhost;
3217023;Człopa;Admin;Admin;localhost;
3217033;Mirosławiec;Admin;Admin;localhost;
3217043;Tuczno;Admin;Admin;localhost;
3217052;Wałcz;Admin;Admin;localhost;
3218013;Dobra;Admin;Admin;localhost;
3218023;Łobez;Admin;Admin;localhost;
3218032;Radowo Małe;Admin;Admin;localhost;
3218043;Resko;Admin;Admin;localhost;
3218053;Węgorzyno;Admin;Admin;localhost;
3261011;Koszalin;Admin;Admin;localhost;
3262011;Szczecin;Admin;Admin;localhost;
3263011;Świnoujście;Admin;Admin;localhost;
